team_lineage_id,division_id,division_label,normalized_team_name,representative_team_name,season_count
d3_tuesdays:klaytheists,d3_tuesdays,D3 Tuesdays,klaytheists,Klaytheists,2
d3_tuesdays:l4,d3_tuesdays,D3 Tuesdays,l4,L4,1
d3_tuesdays:lakeshow,d3_tuesdays,D3 Tuesdays,lakeshow,Lakeshow,1
d3_tuesdays:load-management,d3_tuesdays,D3 Tuesdays,load-management,Load Management,7
d3_tuesdays:manhattan-elite,d3_tuesdays,D3 Tuesdays,manhattan-elite,Manhattan Elite,1
d3_tuesdays:meat-ball-club,d3_tuesdays,D3 Tuesdays,meat-ball-club,Meat Ball Club,10
d3_tuesdays:mid,d3_tuesdays,D3 Tuesdays,mid,Mid,1
d3_tuesdays:midwest-buckets,d3_tuesdays,D3 Tuesdays,midwest-buckets,Midwest Buckets,4
d3_tuesdays:missandei-s-melons,d3_tuesdays,D3 Tuesdays,missandei-s-melons,Missandei’s Melons,1
d3_tuesdays:mr-beast,d3_tuesdays,D3 Tuesdays,mr-beast,Mr. Beast,1
d3_tuesdays:ny-bricks,d3_tuesdays,D3 Tuesdays,ny-bricks,NY Bricks,3
d3_tuesdays:ny-dynasty,d3_tuesdays,D3 Tuesdays,ny-dynasty,NY Dynasty,2
d3_tuesdays:nyc-gritty-committee,d3_tuesdays,D3 Tuesdays,nyc-gritty-committee,NYC Gritty Committee,15
d3_tuesdays:nyk-red-devils,d3_tuesdays,D3 Tuesdays,nyk-red-devils,NYK Red Devils,3
d3_tuesdays:no-diet-coke,d3_tuesdays,D3 Tuesdays,no-diet-coke,No Diet Coke,6
d3_tuesdays:no-fly-zone-ultra,d3_tuesdays,D3 Tuesdays,no-fly-zone-ultra,No Fly Zone Ultra,9
d3_tuesdays:omb,d3_tuesdays,D3 Tuesdays,omb,OMB,2
d3_tuesdays:oilers,d3_tuesdays,D3 Tuesdays,oilers,Oilers,2
d3_tuesdays:out-of-retirement,d3_tuesdays,D3 Tuesdays,out-of-retirement,Out of Retirement,1
d3_tuesdays:part-time-goats,d3_tuesdays,D3 Tuesdays,part-time-goats,Part Time Goats,1
d3_tuesdays:pass-the-rock-to-lamar,d3_tuesdays,D3 Tuesdays,pass-the-rock-to-lamar,Pass The Rock to Lamar,1
d3_tuesdays:paw-patrol,d3_tuesdays,D3 Tuesdays,paw-patrol,Paw Patrol,4
d3_tuesdays:pnest1,d3_tuesdays,D3 Tuesdays,pnest1,Pnest1,9
d3_tuesdays:queens-park,d3_tuesdays,D3 Tuesdays,queens-park,Queens Park,2
d3_tuesdays:ramen-meatballs,d3_tuesdays,D3 Tuesdays,ramen-meatballs,Ramen & Meatballs,1
d3_tuesdays:raptors,d3_tuesdays,D3 Tuesdays,raptors,Raptors,1
d3_tuesdays:reservoir-dogs,d3_tuesdays,D3 Tuesdays,reservoir-dogs,Reservoir Dogs,8
d3_tuesdays:rice-in-my-veins,d3_tuesdays,D3 Tuesdays,rice-in-my-veins,Rice In My Veins,1
d3_tuesdays:rock-stars,d3_tuesdays,D3 Tuesdays,rock-stars,Rock Stars,1
d3_tuesdays:satriale-s,d3_tuesdays,D3 Tuesdays,satriale-s,Satriale’s,3
d3_tuesdays:scrub-daddies,d3_tuesdays,D3 Tuesdays,scrub-daddies,Scrub Daddies,8
d3_tuesdays:sex-panthers,d3_tuesdays,D3 Tuesdays,sex-panthers,Sex Panthers,2
d3_tuesdays:shiesty-squad,d3_tuesdays,D3 Tuesdays,shiesty-squad,Shiesty Squad,1
d3_tuesdays:smash-n-bounce,d3_tuesdays,D3 Tuesdays,smash-n-bounce,Smash N Bounce,33
d3_tuesdays:spaghetti-ramen,d3_tuesdays,D3 Tuesdays,spaghetti-ramen,Spaghetti Ramen,16
d3_tuesdays:spark-plugs,d3_tuesdays,D3 Tuesdays,spark-plugs,Spark Plugs,3
d3_tuesdays:stuytown-elite,d3_tuesdays,D3 Tuesdays,stuytown-elite,Stuytown Elite,1
d3_tuesdays:supreme-team,d3_tuesdays,D3 Tuesdays,supreme-team,Supreme Team,11
d3_tuesdays:tbt,d3_tuesdays,D3 Tuesdays,tbt,TBT,2
d3_tuesdays:team-hardwood,d3_tuesdays,D3 Tuesdays,team-hardwood,Team Hardwood,1
d3_tuesdays:team-sky,d3_tuesdays,D3 Tuesdays,team-sky,Team Sky,12
d3_tuesdays:the-bricklayers,d3_tuesdays,D3 Tuesdays,the-bricklayers,The Bricklayers,1
d3_tuesdays:the-coles-regulars,d3_tuesdays,D3 Tuesdays,the-coles-regulars,The Coles Regulars,1
d3_tuesdays:the-no-knees,d3_tuesdays,D3 Tuesdays,the-no-knees,The No Knees,1
d3_tuesdays:the-renegades,d3_tuesdays,D3 Tuesdays,the-renegades,The Renegades,3
d3_tuesdays:what-it-do-babyyy,d3_tuesdays,D3 Tuesdays,what-it-do-babyyy,What It Do Babyyy,2
d3_tuesdays:wildcats,d3_tuesdays,D3 Tuesdays,wildcats,Wildcats,1
d3_tuesdays:wolfpack,d3_tuesdays,D3 Tuesdays,wolfpack,Wolfpack,2
d3_tuesdays:wolverines-4-0,d3_tuesdays,D3 Tuesdays,wolverines-4-0,Wolverines 4.0,5
d3_tuesdays:yieldmo,d3_tuesdays,D3 Tuesdays,yieldmo,Yieldmo,3
premier_wednesdays:01lakers,premier_wednesdays,Premier,01lakers,01Lakers,4
premier_wednesdays:goodrun-app,premier_wednesdays,Premier,goodrun-app,@GoodRun.app,15
premier_wednesdays:age-up-there,premier_wednesdays,Premier,age-up-there,Age Up There,7
premier_wednesdays:agents-of-change,premier_wednesdays,Premier,agents-of-change,Agents of Change,4
premier_wednesdays:alligator-alliance,premier_wednesdays,Premier,alligator-alliance,Alligator Alliance,9
premier_wednesdays:asphalt-ninjas,premier_wednesdays,Premier,asphalt-ninjas,Asphalt Ninjas,9
premier_wednesdays:bb4l,premier_wednesdays,Premier,bb4l,BB4L,1
premier_wednesdays:bing-bong,premier_wednesdays,Premier,bing-bong,BING BONG,2
premier_wednesdays:bk-jazz,premier_wednesdays,Premier,bk-jazz,BK Jazz,1
premier_wednesdays:best-ever,premier_wednesdays,Premier,best-ever,Best Ever,1
premier_wednesdays:black-mambas,premier_wednesdays,Premier,black-mambas,Black Mambas,4
premier_wednesdays:bronx-bombers,premier_wednesdays,Premier,bronx-bombers,Bronx Bombers,1
premier_wednesdays:brookhattan-bankers,premier_wednesdays,Premier,brookhattan-bankers,Brookhattan Bankers,3
premier_wednesdays:c-men,premier_wednesdays,Premier,c-men,C Men,1
premier_wednesdays:ccb,premier_wednesdays,Premier,ccb,CCB,7
premier_wednesdays:certified-hooper-boys,premier_wednesdays,Premier,certified-hooper-boys,Certified Hooper Boys,1
premier_wednesdays:chess-not-checkers,premier_wednesdays,Premier,chess-not-checkers,Chess Not Checkers,2
premier_wednesdays:cookies-kareem,premier_wednesdays,Premier,cookies-kareem,Cookies & Kareem,1
premier_wednesdays:crafty-vets,premier_wednesdays,Premier,crafty-vets,Crafty Vets,1
premier_wednesdays:d-a-w,premier_wednesdays,Premier,d-a-w,D.A.W.,2
premier_wednesdays:don-t-ever-play-yourself,premier_wednesdays,Premier,don-t-ever-play-yourself,Don’t Ever Play Yourself,3
premier_wednesdays:doris-from-rego-park,premier_wednesdays,Premier,doris-from-rego-park,Doris From Rego Park,3
premier_wednesdays:expensive-league,premier_wednesdays,Premier,expensive-league,Expensive League,4
premier_wednesdays:facs-worldwide-basketball,premier_wednesdays,Premier,facs-worldwide-basketball,Facs Worldwide Basketball (D1),1
premier_wednesdays:five-borough-boys,premier_wednesdays,Premier,five-borough-boys,Five Borough Boys,5
premier_wednesdays:flying-squirrels,premier_wednesdays,Premier,flying-squirrels,Flying Squirrels,3
premier_wednesdays:free-agents,premier_wednesdays,Premier,free-agents,Free Agents,2
premier_wednesdays:frontrunners,premier_wednesdays,Premier,frontrunners,Frontrunners,5
premier_wednesdays:game-7,premier_wednesdays,Premier,game-7,Game 7,1
premier_wednesdays:gawd-sham-gawds,premier_wednesdays,Premier,gawd-sham-gawds,Gawd Sham-Gawds,1
premier_wednesdays:get-the-strap,premier_wednesdays,Premier,get-the-strap,Get The Strap,1
premier_wednesdays:goodrun-2-0,premier_wednesdays,Premier,goodrun-2-0,GoodRun 2.0,2
premier_wednesdays:gritty-city-ballers,premier_wednesdays,Premier,gritty-city-ballers,Gritty City Ballers,1
premier_wednesdays:hakuna-matata,premier_wednesdays,Premier,hakuna-matata,Hakuna Matata,3
premier_wednesdays:hand-down-man-down,premier_wednesdays,Premier,hand-down-man-down,Hand Down Man Down,1
premier_wednesdays:honey-badgers,premier_wednesdays,Premier,honey-badgers,Honey Badgers,19
premier_wednesdays:honey-badgers-prime,premier_wednesdays,Premier,honey-badgers-prime,Honey Badgers Prime,2
premier_wednesdays:hoop-dreams,premier_wednesdays,Premier,hoop-dreams,Hoop Dreams,1
premier_wednesdays:hoop-forever,premier_wednesdays,Premier,hoop-forever,Hoop Forever,4
premier_wednesdays:hoop-fuel-nutrition,premier_wednesdays,Premier,hoop-fuel-nutrition,Hoop Fuel Nutrition,2
premier_wednesdays:just-for-fun,premier_wednesdays,Premier,just-for-fun,Just For Fun,1
premier_wednesdays:lace-o-my-aso,premier_wednesdays,Premier,lace-o-my-aso,Lace’O My Aso,4
premier_wednesdays:maddog,premier_wednesdays,Premier,maddog,MADDOG$,1
premier_wednesdays:manhattan-elite,premier_wednesdays,Premier,manhattan-elite,Manhattan Elite,1
premier_wednesdays:metta-world-war,premier_wednesdays,Premier,metta-world-war,Metta World War,2
premier_wednesdays:mobadanga,premier_wednesdays,Premier,mobadanga,Mobadanga,1
premier_wednesdays:nj-rockets,premier_wednesdays,Premier,nj-rockets,NJ Rockets,2
premier_wednesdays:ny-dream,premier_wednesdays,Premier,ny-dream,NY Dream,4
premier_wednesdays:ny-dynasty,premier_wednesdays,Premier,ny-dynasty,NY Dynasty,7
premier_wednesdays:ny-falcons-u,premier_wednesdays,Premier,ny-falcons-u,NY Falcons U.,1
premier_wednesdays:ny-rockits,premier_wednesdays,Premier,ny-rockits,NY Rockits,1
premier_wednesdays:nybd,premier_wednesdays,Premier,nybd,NYBD,3
premier_wednesdays:nyc-gritty-committee,premier_wednesdays,Premier,nyc-gritty-committee,NYC Gritty Committee,1
premier_wednesdays:nyc-olympians,premier_wednesdays,Premier,nyc-olympians,NYC Olympians,2
premier_wednesdays:nyk-spartans,premier_wednesdays,Premier,nyk-spartans,NYK Spartans,12
premier_wednesdays:no-fly-zone-og,premier_wednesdays,Premier,no-fly-zone-og,No Fly Zone OG,2
premier_wednesdays:option-a,premier_wednesdays,Premier,option-a,Option A,2
premier_wednesdays:overtime,premier_wednesdays,Premier,overtime,Overtime,1
premier_wednesdays:pwc-vino,premier_wednesdays,Premier,pwc-vino,PWC Vino,21
premier_wednesdays:pacific,premier_wednesdays,Premier,pacific,Pacific,6
premier_wednesdays:peace-love,premier_wednesdays,Premier,peace-love,Peace & Love,4
premier_wednesdays:performance-health,premier_wednesdays,Premier,performance-health,Performance Health,1
premier_wednesdays:pippen-ain-t-easy,premier_wednesdays,Premier,pippen-ain-t-easy,Pippen Ain’t Easy,2
premier_wednesdays:playas-club,premier_wednesdays,Premier,playas-club,Playas Club,1
premier_wednesdays:premature-shooters,premier_wednesdays,Premier,premature-shooters,Premature Shooters,6
premier_wednesdays:qnz-blvd-all-stars,premier_wednesdays,Premier,qnz-blvd-all-stars,QNZ Blvd All-Stars,1
premier_wednesdays:rwtw,premier_wednesdays,Premier,rwtw,RWTW,2
premier_wednesdays:ratpack,premier_wednesdays,Premier,ratpack,Ratpack,7
premier_wednesdays:raw-dogs,premier_wednesdays,Premier,raw-dogs,Raw Dogs,1
premier_wednesdays:sk-war-dog,premier_wednesdays,Premier,sk-war-dog,SK War Dog,4
premier_wednesdays:sky,premier_wednesdays,Premier,sky,SKY,1
premier_wednesdays:shawn-kemp-s-kids,premier_wednesdays,Premier,shawn-kemp-s-kids,Shawn Kemp’s Kids,5
premier_wednesdays:shorties,premier_wednesdays,Premier,shorties,Shorties,2
premier_wednesdays:showcase-nyc,premier_wednesdays,Premier,showcase-nyc,Showcase NYC,5
premier_wednesdays:shut-em-down,premier_wednesdays,Premier,shut-em-down,Shut ‘Em Down,3
premier_wednesdays:slim-reapers,premier_wednesdays,Premier,slim-reapers,Slim Reapers,1
premier_wednesdays:sticky-s-finger-joint,premier_wednesdays,Premier,sticky-s-finger-joint,Sticky’s Finger Joint,3
premier_wednesdays:supersonics,premier_wednesdays,Premier,supersonics,SuperSonics,1
premier_wednesdays:swish-house,premier_wednesdays,Premier,swish-house,Swish House,2
premier_wednesdays:swish-kebabs,premier_wednesdays,Premier,swish-kebabs,Swish Kebabs,3
premier_wednesdays:tny,premier_wednesdays,Premier,tny,TNY,2
premier_wednesdays:tx-thunder,premier_wednesdays,Premier,tx-thunder,TX Thunder,9
premier_wednesdays:team-d3,premier_wednesdays,Premier,team-d3,Team D3,1
premier_wednesdays:team-david,premier_wednesdays,Premier,team-david,Team David,1
premier_wednesdays:team-ebe,premier_wednesdays,Premier,team-ebe,Team EBE,1
premier_wednesdays:team-larry,premier_wednesdays,Premier,team-larry,Team Larry,2
premier_wednesdays:team-lions,premier_wednesdays,Premier,team-lions,Team Lions,1
premier_wednesdays:the-arena-bk,premier_wednesdays,Premier,the-arena-bk,The Arena BK,1
premier_wednesdays:the-bad-guys,premier_wednesdays,Premier,the-bad-guys,The Bad Guys,2
premier_wednesdays:the-deep-end,premier_wednesdays,Premier,the-deep-end,The Deep End,2
premier_wednesdays:the-lizards,premier_wednesdays,Premier,the-lizards,The Lizards,4
premier_wednesdays:the-old-guys,premier_wednesdays,Premier,the-old-guys,The Old Guys,1
premier_wednesdays:the-triads,premier_wednesdays,Premier,the-triads,The Triads,1
premier_wednesdays:triple-d,premier_wednesdays,Premier,triple-d,Triple D,1
premier_wednesdays:two-bridges-elite,premier_wednesdays,Premier,two-bridges-elite,Two Bridges Elite,1
premier_wednesdays:united-nations,premier_wednesdays,Premier,united-nations,United Nations,2
premier_wednesdays:warriors,premier_wednesdays,Premier,warriors,Warriors,2
premier_wednesdays:we-had-game,premier_wednesdays,Premier,we-had-game,We Had Game,4
premier_wednesdays:who-s-got-next,premier_wednesdays,Premier,who-s-got-next,Who’s Got Next?,1
premier_wednesdays:wolfpack,premier_wednesdays,Premier,wolfpack,Wolfpack,1
premier_wednesdays:wolverines-4-0,premier_wednesdays,Premier,wolverines-4-0,Wolverines 4.0,1
premier_wednesdays:yolo,premier_wednesdays,Premier,yolo,YOLO,6
premier_wednesdays:yung-no-fly-zone,premier_wednesdays,Premier,yung-no-fly-zone,Yung No Fly Zone,5
