division_id,division_label,source_division_id,source_division_label,season_code,season_year,season_term,game_id,game_url,table_index,team_name,team_lineage_id,team_season_id,pts,reb,ast,stl,blk,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,tov,pf
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2024W,2024,W,4-bing-bong-vs-5-honey-badgers,https://tdlbasketball.com/event/4-bing-bong-vs-5-honey-badgers/,2,Honey Badgers,d2_thursdays:honey-badgers,d2_thursdays:honey-badgers:2024W,60,35,14,7,3,24,62,0.387,4,27,0.148,8,10,0.8,8,10
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019FP,2019,FP,4-what-it-do-babyyy-vs-5-bomb-squad,https://tdlbasketball.com/event/4-what-it-do-babyyy-vs-5-bomb-squad/,1,What It Do Babyyy,d2_thursdays:what-it-do-babyyy,d2_thursdays:what-it-do-babyyy:2019FP,58,28,11,6,1,22,54,0.407,5,22,0.227,9,11,0.818,10,14
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019FP,2019,FP,4-what-it-do-babyyy-vs-5-bomb-squad,https://tdlbasketball.com/event/4-what-it-do-babyyy-vs-5-bomb-squad/,2,Bomb Squad,d2_thursdays:bomb-squad,d2_thursdays:bomb-squad:2019FP,70,36,19,3,1,28,63,0.444,8,23,0.348,6,11,0.545,9,12
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022SuP,2022,SUP,8-spaghetti-ramen-vs-9-big-bookie-brand,https://tdlbasketball.com/event/8-spaghetti-ramen-vs-9-big-bookie-brand/,1,Spaghetti Ramen,d3_mondays:spaghetti-ramen,d3_mondays:spaghetti-ramen:2022SuP,78,33,20,9,4,30,67,0.448,12,35,0.343,6,9,0.667,13,11
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022SuP,2022,SUP,8-spaghetti-ramen-vs-9-big-bookie-brand,https://tdlbasketball.com/event/8-spaghetti-ramen-vs-9-big-bookie-brand/,2,Big Bookie Brand,d3_mondays:big-bookie-brand,d3_mondays:big-bookie-brand:2022SuP,67,35,18,5,1,28,70,0.4,9,24,0.375,2,4,0.5,13,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2020W,2020,W,age-up-there-vs-honey-badgers-2,https://tdlbasketball.com/event/age-up-there-vs-honey-badgers-2/,1,Age Up There,premier_wednesdays:age-up-there,premier_wednesdays:age-up-there:2020W,56,33,19,6,1,22,69,0.319,9,37,0.243,3,4,0.75,11,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2020W,2020,W,age-up-there-vs-honey-badgers-2,https://tdlbasketball.com/event/age-up-there-vs-honey-badgers-2/,2,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2020W,91,44,21,8,1,33,69,0.478,18,37,0.486,7,11,0.636,10,3
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019S,2019,S,age-up-there-vs-honey-badgers,https://tdlbasketball.com/event/age-up-there-vs-honey-badgers/,1,Age Up There,premier_wednesdays:age-up-there,premier_wednesdays:age-up-there:2019S,48,38,8,8,2,16,53,0.302,5,29,0.172,11,17,0.647,13,19
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019S,2019,S,age-up-there-vs-honey-badgers,https://tdlbasketball.com/event/age-up-there-vs-honey-badgers/,2,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2019S,55,38,15,7,3,20,53,0.377,3,19,0.158,12,21,0.571,10,10
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2019F,2019,F,angry-potatoes-vs-cash-considerations,https://tdlbasketball.com/event/angry-potatoes-vs-cash-considerations/,1,Angry Potatoes,d3_mondays:angry-potatoes,d3_mondays:angry-potatoes:2019F,57,32,13,14,2,22,64,0.344,11,32,0.344,2,7,0.286,19,12
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2019F,2019,F,angry-potatoes-vs-cash-considerations,https://tdlbasketball.com/event/angry-potatoes-vs-cash-considerations/,2,Cash Considerations,d3_mondays:cash-considerations,d3_mondays:cash-considerations:2019F,64,38,18,9,10,27,66,0.409,8,29,0.276,2,7,0.286,15,5
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019Su,2019,SU,asphalt-ninjas-vs-honey-badgers,https://tdlbasketball.com/event/asphalt-ninjas-vs-honey-badgers/,1,Asphalt Ninjas,premier_wednesdays:asphalt-ninjas,premier_wednesdays:asphalt-ninjas:2019Su,66,27,12,10,2,27,57,0.474,6,17,0.353,6,13,0.462,6,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019Su,2019,SU,asphalt-ninjas-vs-honey-badgers,https://tdlbasketball.com/event/asphalt-ninjas-vs-honey-badgers/,2,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2019Su,43,30,14,4,3,16,52,0.308,9,32,0.281,2,6,0.333,14,18
d3_tuesdays,D3 Tuesdays,d3_mondays,D3 Mondays,2024Su,2024,SU,bicoastal-baddies-vs-spaghetti-ramen,https://tdlbasketball.com/event/bicoastal-baddies-vs-spaghetti-ramen/,1,Bicoastal Baddies,d3_tuesdays:bicoastal-baddies,d3_tuesdays:bicoastal-baddies:2024Su,79,39,18,5,3,31,73,0.425,13,34,0.382,4,6,0.667,16,12
d3_tuesdays,D3 Tuesdays,d3_mondays,D3 Mondays,2024Su,2024,SU,bicoastal-baddies-vs-spaghetti-ramen,https://tdlbasketball.com/event/bicoastal-baddies-vs-spaghetti-ramen/,2,Spaghetti Ramen,d3_tuesdays:spaghetti-ramen,d3_tuesdays:spaghetti-ramen:2024Su,88,35,27,12,4,34,79,0.43,11,26,0.423,9,13,0.692,6,4
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022Su,2022,SU,big-bookie-brand-vs-spaghetti-ramen-2,https://tdlbasketball.com/event/big-bookie-brand-vs-spaghetti-ramen-2/,1,Big Bookie Brand,d3_mondays:big-bookie-brand,d3_mondays:big-bookie-brand:2022Su,72,44,14,8,2,28,63,0.444,7,22,0.318,9,16,0.562,14,13
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022Su,2022,SU,big-bookie-brand-vs-spaghetti-ramen-2,https://tdlbasketball.com/event/big-bookie-brand-vs-spaghetti-ramen-2/,2,Spaghetti Ramen,d3_mondays:spaghetti-ramen,d3_mondays:spaghetti-ramen:2022Su,64,29,17,10,2,23,64,0.359,13,33,0.394,5,11,0.455,13,14
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022W,2022,W,big-bookie-brand-vs-spaghetti-ramen,https://tdlbasketball.com/event/big-bookie-brand-vs-spaghetti-ramen/,1,Big Bookie Brand,d3_mondays:big-bookie-brand,d3_mondays:big-bookie-brand:2022W,53,38,11,6,3,19,62,0.306,9,40,0.225,4,11,0.364,10,7
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022W,2022,W,big-bookie-brand-vs-spaghetti-ramen,https://tdlbasketball.com/event/big-bookie-brand-vs-spaghetti-ramen/,2,Spaghetti Ramen,d3_mondays:spaghetti-ramen,d3_mondays:spaghetti-ramen:2022W,52,48,18,5,1,21,73,0.288,8,38,0.211,2,2,1.0,11,15
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2024W,2024,W,bing-bong-vs-honey-badgers,https://tdlbasketball.com/event/bing-bong-vs-honey-badgers/,1,BING BONG,d2_thursdays:bing-bong,d2_thursdays:bing-bong:2024W,60,38,12,11,6,20,68,0.294,4,25,0.16,16,20,0.8,10,8
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2024W,2024,W,bing-bong-vs-honey-badgers,https://tdlbasketball.com/event/bing-bong-vs-honey-badgers/,2,Honey Badgers,d2_thursdays:honey-badgers,d2_thursdays:honey-badgers:2024W,55,39,19,6,6,23,62,0.371,5,22,0.227,4,7,0.571,17,18
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-gilet-jaunes,https://tdlbasketball.com/event/bomb-squad-vs-gilet-jaunes/,1,Bomb Squad,d2_thursdays:bomb-squad,d2_thursdays:bomb-squad:2019F,53,36,9,12,3,25,42,0.595,16,23,0.696,15,20,0.75,14,12
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-gilet-jaunes,https://tdlbasketball.com/event/bomb-squad-vs-gilet-jaunes/,2,Gilet Jaunes,d2_thursdays:gilet-jaunes,d2_thursdays:gilet-jaunes:2019F,46,28,6,9,3,20,51,0.392,1,11,0.091,5,8,0.625,15,17
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-guard-me-maybe-3,https://tdlbasketball.com/event/bomb-squad-vs-guard-me-maybe-3/,1,Bomb Squad,d2_thursdays:bomb-squad,d2_thursdays:bomb-squad:2019F,53,26,11,8,2,18,36,0.5,10,26,0.385,7,9,0.778,12,8
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-guard-me-maybe-3,https://tdlbasketball.com/event/bomb-squad-vs-guard-me-maybe-3/,2,Guard Me Maybe,d2_thursdays:guard-me-maybe,d2_thursdays:guard-me-maybe:2019F,60,39,11,6,3,22,58,0.379,8,28,0.286,8,14,0.571,9,12
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-sky-patrol,https://tdlbasketball.com/event/bomb-squad-vs-sky-patrol/,1,Bomb Squad,d2_thursdays:bomb-squad,d2_thursdays:bomb-squad:2019F,52,40,18,3,6,21,60,0.35,8,25,0.32,2,6,0.333,15,13
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-sky-patrol,https://tdlbasketball.com/event/bomb-squad-vs-sky-patrol/,2,Unleashed OMS,d2_thursdays:unleashed-oms,d2_thursdays:unleashed-oms:2019F,61,24,10,8,2,20,52,0.385,9,22,0.409,12,15,0.8,8,11
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-uncle-bought-a-cow-3,https://tdlbasketball.com/event/bomb-squad-vs-uncle-bought-a-cow-3/,1,Bomb Squad,d2_thursdays:bomb-squad,d2_thursdays:bomb-squad:2019F,67,39,20,7,3,28,70,0.4,5,23,0.217,6,12,0.5,4,11
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019F,2019,F,bomb-squad-vs-uncle-bought-a-cow-3,https://tdlbasketball.com/event/bomb-squad-vs-uncle-bought-a-cow-3/,2,Uncle Bought a Cow,d2_thursdays:uncle-bought-a-cow,d2_thursdays:uncle-bought-a-cow:2019F,68,38,18,2,1,24,56,0.429,11,28,0.393,9,14,0.643,8,17
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019S,2019,S,bomb-squad-vs-uniballers,https://tdlbasketball.com/event/bomb-squad-vs-uniballers/,1,Bomb Squad,d2_thursdays:bomb-squad,d2_thursdays:bomb-squad:2019S,66,32,13,8,1,24,65,0.369,11,33,0.333,5,10,0.5,15,8
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2019S,2019,S,bomb-squad-vs-uniballers,https://tdlbasketball.com/event/bomb-squad-vs-uniballers/,2,Uniballers,d2_thursdays:uniballers,d2_thursdays:uniballers:2019S,73,36,13,13,2,32,60,0.533,6,17,0.353,6,12,0.5,12,13
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2017F,2017,F,bronx-bombers-final-no-fly-zone,https://tdlbasketball.com/event/bronx-bombers-final-no-fly-zone/,1,Bronx Bombers,premier_wednesdays:bronx-bombers,premier_wednesdays:bronx-bombers:2017F,59,34,12,13,1,22,70,0.314,10,29,0.345,5,11,0.455,13,16
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2017F,2017,F,bronx-bombers-final-no-fly-zone,https://tdlbasketball.com/event/bronx-bombers-final-no-fly-zone/,2,No Fly Zone OG,premier_wednesdays:no-fly-zone-og,premier_wednesdays:no-fly-zone-og:2017F,70,34,20,11,1,30,54,0.556,5,19,0.263,5,12,0.417,18,9
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2017F,2017,F,bronx-bombers-vs-yung-no-fly-zone,https://tdlbasketball.com/event/bronx-bombers-vs-yung-no-fly-zone/,1,Bronx Bombers,premier_wednesdays:bronx-bombers,premier_wednesdays:bronx-bombers:2017F,51,29,12,12,1,19,56,0.339,8,22,0.364,5,11,0.455,13,16
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2017F,2017,F,bronx-bombers-vs-yung-no-fly-zone,https://tdlbasketball.com/event/bronx-bombers-vs-yung-no-fly-zone/,2,No Fly Zone OG,premier_wednesdays:no-fly-zone-og,premier_wednesdays:no-fly-zone-og:2017F,70,34,20,11,1,30,54,0.556,5,19,0.263,5,12,0.417,18,9
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2021F,2021,F,brooklyn-killas-vs-spaghetti-ramen,https://tdlbasketball.com/event/brooklyn-killas-vs-spaghetti-ramen/,1,Brooklyn Killas,d3_mondays:brooklyn-killas,d3_mondays:brooklyn-killas:2021F,48,29,9,5,3,21,60,0.35,6,26,0.231,0,2,0.0,10,4
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2021F,2021,F,brooklyn-killas-vs-spaghetti-ramen,https://tdlbasketball.com/event/brooklyn-killas-vs-spaghetti-ramen/,2,Spaghetti Ramen,d3_mondays:spaghetti-ramen,d3_mondays:spaghetti-ramen:2021F,69,32,23,6,1,29,63,0.46,9,24,0.375,1,1,1.0,9,7
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2023W,2023,W,buck-clan-vs-spaghetti-ramen,https://tdlbasketball.com/event/buck-clan-vs-spaghetti-ramen/,1,Buck$ Clan,d3_mondays:buck-clan,d3_mondays:buck-clan:2023W,52,36,13,10,1,22,69,0.319,4,19,0.211,4,7,0.571,11,11
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2023W,2023,W,buck-clan-vs-spaghetti-ramen,https://tdlbasketball.com/event/buck-clan-vs-spaghetti-ramen/,2,Spaghetti Ramen,d3_mondays:spaghetti-ramen,d3_mondays:spaghetti-ramen:2023W,73,39,24,8,1,27,65,0.415,15,40,0.375,4,7,0.571,14,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2020W,2020,W,c-men-vs-honey-badgers,https://tdlbasketball.com/event/c-men-vs-honey-badgers/,1,C Men,premier_wednesdays:c-men,premier_wednesdays:c-men:2020W,61,30,19,10,0,22,66,0.333,10,29,0.345,7,8,0.875,17,5
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2020W,2020,W,c-men-vs-honey-badgers,https://tdlbasketball.com/event/c-men-vs-honey-badgers/,2,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2020W,105,46,35,16,7,41,79,0.519,22,44,0.5,1,4,0.25,15,9
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2019F,2019,F,cash-considerations-vs-smash-n-bounce-2,https://tdlbasketball.com/event/cash-considerations-vs-smash-n-bounce-2/,1,Cash Considerations,d3_mondays:cash-considerations,d3_mondays:cash-considerations:2019F,50,32,12,9,1,19,56,0.339,7,22,0.318,5,12,0.417,14,5
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2019F,2019,F,cash-considerations-vs-smash-n-bounce-2,https://tdlbasketball.com/event/cash-considerations-vs-smash-n-bounce-2/,2,Smash N Bounce,d3_mondays:smash-n-bounce,d3_mondays:smash-n-bounce:2019F,69,41,18,12,2,29,64,0.453,10,23,0.435,1,2,0.5,14,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019Su,2019,SU,ccb-vs-honey-badgers-2,https://tdlbasketball.com/event/ccb-vs-honey-badgers-2/,1,CCB,premier_wednesdays:ccb,premier_wednesdays:ccb:2019Su,70,37,12,9,1,27,70,0.386,9,27,0.333,7,12,0.583,6,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019Su,2019,SU,ccb-vs-honey-badgers-2,https://tdlbasketball.com/event/ccb-vs-honey-badgers-2/,2,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2019Su,68,39,19,3,6,28,66,0.424,8,33,0.242,4,6,0.667,9,7
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019S,2019,S,ccb-vs-honey-badgers,https://tdlbasketball.com/event/ccb-vs-honey-badgers/,1,CCB,premier_wednesdays:ccb,premier_wednesdays:ccb:2019S,53,29,9,11,2,21,63,0.333,6,26,0.231,5,7,0.714,4,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019S,2019,S,ccb-vs-honey-badgers,https://tdlbasketball.com/event/ccb-vs-honey-badgers/,2,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2019S,70,43,18,4,1,27,60,0.45,9,24,0.375,7,10,0.7,16,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019F,2019,F,ccb-vs-ny-dynasty,https://tdlbasketball.com/event/ccb-vs-ny-dynasty/,1,CCB,premier_wednesdays:ccb,premier_wednesdays:ccb:2019F,76,30,17,5,0,28,52,0.538,11,27,0.407,9,15,0.6,6,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019F,2019,F,ccb-vs-ny-dynasty,https://tdlbasketball.com/event/ccb-vs-ny-dynasty/,2,NY Dynasty,premier_wednesdays:ny-dynasty,premier_wednesdays:ny-dynasty:2019F,60,23,16,4,1,22,51,0.431,9,22,0.409,7,10,0.7,6,13
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2026W,2026,W,chess-not-checkers-vs-honey-badgers-4,https://tdlbasketball.com/event/chess-not-checkers-vs-honey-badgers-4/,1,Chess Not Checkers,d2_thursdays:chess-not-checkers,d2_thursdays:chess-not-checkers:2026W,91,41,18,9,5,37,75,0.493,11,28,0.393,6,13,0.462,5,9
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2026W,2026,W,chess-not-checkers-vs-honey-badgers-4,https://tdlbasketball.com/event/chess-not-checkers-vs-honey-badgers-4/,2,Honey Badgers,d2_thursdays:honey-badgers,d2_thursdays:honey-badgers:2026W,66,34,15,4,7,25,70,0.357,11,35,0.314,5,6,0.833,10,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018SP,2018,SP,children-of-ren-vs-honey-badgers-prime,https://tdlbasketball.com/event/children-of-ren-vs-honey-badgers-prime/,1,NY Dynasty,premier_wednesdays:ny-dynasty,premier_wednesdays:ny-dynasty:2018SP,53,31,8,4,2,14,48,0.292,5,23,0.217,20,30,0.667,7,15
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018SP,2018,SP,children-of-ren-vs-honey-badgers-prime,https://tdlbasketball.com/event/children-of-ren-vs-honey-badgers-prime/,2,Honey Badgers Prime,premier_wednesdays:honey-badgers-prime,premier_wednesdays:honey-badgers-prime:2018SP,50,30,14,6,0,19,50,0.38,8,21,0.381,4,7,0.571,9,21
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018S,2018,S,d-a-w-vs-honey-baders,https://tdlbasketball.com/event/d-a-w-vs-honey-baders/,1,D.A.W.,premier_wednesdays:d-a-w,premier_wednesdays:d-a-w:2018S,68,46,10,3,1,22,60,0.367,5,25,0.2,19,23,0.826,16,7
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018S,2018,S,d-a-w-vs-honey-baders,https://tdlbasketball.com/event/d-a-w-vs-honey-baders/,2,Honey Badgers Prime,premier_wednesdays:honey-badgers-prime,premier_wednesdays:honey-badgers-prime:2018S,91,34,24,11,2,35,70,0.5,17,34,0.5,4,6,0.667,4,15
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2023F,2023,F,d2t-2-01lakers-vs-4-honey-badgers,https://tdlbasketball.com/event/d2t-2-01lakers-vs-4-honey-badgers/,1,01Lakers,d2_thursdays:01lakers,d2_thursdays:01lakers:2023F,114,45,32,12,1,42,82,0.512,18,40,0.45,12,14,0.857,4,7
d2_thursdays,D2 Thursdays,d3_mondays,D3 Mondays,2023F,2023,F,d2t-2-01lakers-vs-4-honey-badgers,https://tdlbasketball.com/event/d2t-2-01lakers-vs-4-honey-badgers/,2,Honey Badgers,d2_thursdays:honey-badgers,d2_thursdays:honey-badgers:2023F,73,34,17,2,2,28,65,0.431,11,35,0.314,6,8,0.75,13,8
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022WP,2022,WP,d3-2-spaghetti-ramen-vs-d3-7-nam-san,https://tdlbasketball.com/event/d3-2-spaghetti-ramen-vs-d3-7-nam-san/,1,Spaghetti Ramen,d3_mondays:spaghetti-ramen,d3_mondays:spaghetti-ramen:2022WP,79,48,24,11,4,32,67,0.478,10,29,0.345,5,9,0.556,5,3
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2022WP,2022,WP,d3-2-spaghetti-ramen-vs-d3-7-nam-san,https://tdlbasketball.com/event/d3-2-spaghetti-ramen-vs-d3-7-nam-san/,2,Supreme Team,d3_mondays:supreme-team,d3_mondays:supreme-team:2022WP,39,39,6,2,2,16,76,0.211,7,32,0.219,0,0,0.0,9,12
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2021F,2021,F,dirty-jerz-vs-spaghetti-ramen,https://tdlbasketball.com/event/dirty-jerz-vs-spaghetti-ramen/,1,Dirty Jerz,d3_mondays:dirty-jerz,d3_mondays:dirty-jerz:2021F,55,21,7,6,4,21,52,0.404,8,23,0.348,5,7,0.714,7,12
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2021F,2021,F,dirty-jerz-vs-spaghetti-ramen,https://tdlbasketball.com/event/dirty-jerz-vs-spaghetti-ramen/,2,Spaghetti Ramen,d3_mondays:spaghetti-ramen,d3_mondays:spaghetti-ramen:2021F,80,37,19,7,1,31,62,0.5,12,25,0.48,6,14,0.429,8,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018W,2018,W,doris-from-rego-park-vs-yung-no-fly-zone-2,https://tdlbasketball.com/event/doris-from-rego-park-vs-yung-no-fly-zone-2/,1,Doris From Rego Park,premier_wednesdays:doris-from-rego-park,premier_wednesdays:doris-from-rego-park:2018W,46,25,9,9,6,19,55,0.345,5,21,0.238,3,4,0.75,9,14
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018W,2018,W,doris-from-rego-park-vs-yung-no-fly-zone-2,https://tdlbasketball.com/event/doris-from-rego-park-vs-yung-no-fly-zone-2/,2,No Fly Zone OG,premier_wednesdays:no-fly-zone-og,premier_wednesdays:no-fly-zone-og:2018W,76,37,18,4,2,29,57,0.509,12,26,0.462,6,9,0.667,10,6
d3_tuesdays,D3 Tuesdays,d3_mondays,D3 Mondays,2024Su,2024,SU,ggwp-vs-spaghetti-ramen,https://tdlbasketball.com/event/ggwp-vs-spaghetti-ramen/,1,No Diet Coke,d3_tuesdays:no-diet-coke,d3_tuesdays:no-diet-coke:2024Su,72,33,17,8,4,28,70,0.4,8,29,0.276,8,11,0.727,8,16
d3_tuesdays,D3 Tuesdays,d3_mondays,D3 Mondays,2024Su,2024,SU,ggwp-vs-spaghetti-ramen,https://tdlbasketball.com/event/ggwp-vs-spaghetti-ramen/,2,Spaghetti Ramen,d3_tuesdays:spaghetti-ramen,d3_tuesdays:spaghetti-ramen:2024Su,94,36,24,5,3,31,60,0.517,15,33,0.455,17,21,0.81,9,14
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2018F,2018,F,grand-theft-rondo-vs-sex-panthers,https://tdlbasketball.com/event/grand-theft-rondo-vs-sex-panthers/,1,Grand Theft Rondo,d2_sundays:grand-theft-rondo,d2_sundays:grand-theft-rondo:2018F,57,45,18,4,4,23,62,0.371,8,26,0.308,3,7,0.429,14,9
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2018F,2018,F,grand-theft-rondo-vs-sex-panthers,https://tdlbasketball.com/event/grand-theft-rondo-vs-sex-panthers/,2,S. Panthers,d2_sundays:s-panthers,d2_sundays:s-panthers:2018F,40,29,10,9,1,13,55,0.236,6,28,0.214,8,12,0.667,8,4
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018W,2018,W,gritty-city-ballers-vs-yung-no-fly-zone,https://tdlbasketball.com/event/gritty-city-ballers-vs-yung-no-fly-zone/,1,Gritty City Ballers,premier_wednesdays:gritty-city-ballers,premier_wednesdays:gritty-city-ballers:2018W,44,49,9,3,0,21,72,0.292,1,22,0.045,1,8,0.125,9,1
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2018W,2018,W,gritty-city-ballers-vs-yung-no-fly-zone,https://tdlbasketball.com/event/gritty-city-ballers-vs-yung-no-fly-zone/,2,No Fly Zone OG,premier_wednesdays:no-fly-zone-og,premier_wednesdays:no-fly-zone-og:2018W,43,29,15,3,0,17,38,0.447,9,22,0.409,0,0,0.0,2,4
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2020W,2020,W,hand-down-man-down-vs-honey-badgers,https://tdlbasketball.com/event/hand-down-man-down-vs-honey-badgers/,1,Hand Down Man Down,premier_wednesdays:hand-down-man-down,premier_wednesdays:hand-down-man-down:2020W,65,37,15,3,5,26,65,0.4,12,43,0.279,1,4,0.25,13,13
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2020W,2020,W,hand-down-man-down-vs-honey-badgers,https://tdlbasketball.com/event/hand-down-man-down-vs-honey-badgers/,2,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2020W,69,38,20,9,0,26,70,0.371,8,26,0.308,9,12,0.75,7,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019W,2019,W,honey-badgers-vs-age-up-there,https://tdlbasketball.com/event/honey-badgers-vs-age-up-there/,1,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2019W,62,25,15,2,2,22,41,0.537,8,21,0.381,10,16,0.625,9,20
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019W,2019,W,honey-badgers-vs-age-up-there,https://tdlbasketball.com/event/honey-badgers-vs-age-up-there/,2,Age Up There,premier_wednesdays:age-up-there,premier_wednesdays:age-up-there:2019W,56,23,8,8,1,20,47,0.426,6,16,0.375,10,21,0.476,7,20
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019SP,2019,SP,honey-badgers-vs-ccb-3,https://tdlbasketball.com/event/honey-badgers-vs-ccb-3/,1,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2019SP,35,36,7,2,7,10,57,0.175,6,28,0.214,9,17,0.529,5,13
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2019SP,2019,SP,honey-badgers-vs-ccb-3,https://tdlbasketball.com/event/honey-badgers-vs-ccb-3/,2,CCB,premier_wednesdays:ccb,premier_wednesdays:ccb:2019SP,48,37,11,1,6,16,48,0.333,5,19,0.263,11,17,0.647,6,15
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2021F,2021,F,honey-badgers-vs-free-agents,https://tdlbasketball.com/event/honey-badgers-vs-free-agents/,1,Honey Badgers,premier_wednesdays:honey-badgers,premier_wednesdays:honey-badgers:2021F,57,30,8,7,2,20,61,0.328,3,19,0.158,14,19,0.737,3,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2021F,2021,F,honey-badgers-vs-free-agents,https://tdlbasketball.com/event/honey-badgers-vs-free-agents/,2,NY Dynasty,premier_wednesdays:ny-dynasty,premier_wednesdays:ny-dynasty:2021F,48,32,8,1,2,17,54,0.315,6,34,0.176,8,11,0.727,9,11
